Sr.No, Round  , Institute                                                                      , Program                                                                                                                                      , Stream                                                 , Seat Type      , Quota     , Category          , Opening Rank, Closing Rank
 1318, Round 1, "Kalyani Goverment Engineering College, Kalyani, Nadia"                        , Electronics & Communication Engineering (TFW)                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         2032,         2369
 1319, Round 1, "Mckv Institute of Engineering, Liluah, Howrah"                                , Electronics & Communication Engineering (TFW)                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        21386,        24586
 1320, Round 1, "St. Thomas College of Engineering & Technology, Khidirpur, Kolkata"           , Electronics & Communication Engineering (TFW)                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        19818,        23793
 1321, Round 1, "UNIVERSITY OF KALYANI, KALYANI"                                               , Electronics & Communication Engineering (TFW)                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         5658,         5658
 1322, Round 1, "Kaji Nazrul University, Asansol"                                              , Metallurgical And Materials Engineering                                                                                                      , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, OBC - B           ,        23089,        23625
 1323, Round 1, "Kaji Nazrul University, Asansol"                                              , Metallurgical And Materials Engineering                                                                                                      , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, EWS               ,        37670,        50577
 1324, Round 1, "Kaji Nazrul University, Asansol"                                              , Metallurgical And Materials Engineering                                                                                                      , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, SC                ,        35131,        39253
 1325, Round 1, "Kaji Nazrul University, Asansol"                                              , Metallurgical And Materials Engineering                                                                                                      , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, ST                ,        41533,        41533
 1326, Round 1, "Abacus Institute of Engineering & Management, Mogra, Hooghly"                 , Mechanical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,        17805,        92330
 1327, Round 1, "Govt. College of Engg. & Textile Technology, Berhampore"                      , Mechanical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Open              ,         9215,        13106
 1328, Round 1, "Bankura Unnayani Institute of Engineering, Bankura"                           , Mechanical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,        18924,        98629
 1329, Round 1, Jadavpur University                                                            , Production Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Open              ,         1277,         1651
 1330, Round 1, "Dream Institute of Technology, Bishnupur, 24-Parganas-South"                  , Mechanical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,        53001,        53001
 1331, Round 1, "Bankura Unnayani Institute of Engineering, Bankura"                           , Mechanical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), JEE(Main) Seats, All India , Open              ,       835343,       835343
 1332, Round 1, "Gargi Memorial Institute of Technology, Baruipur, Kolkata"                    , Mechanical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), JEE(Main) Seats, All India , Open              ,      1232405,      1232405
 1333, Round 1, "Gargi Memorial Institute of Technology, Baruipur, Kolkata"                    , Mechanical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,        69048,        69048
 1334, Round 1, "Techno Main Salt Lake, Sector-V, Salt Lake"                                   , Mechanical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), JEE(Main) Seats, All India , Open              ,       268277,       459955
 1335, Round 1, TECHNO INSTITUTE OF ENGINEERING AND MANAGEMENT                                 , Mechanical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,        25259,        83598
 1336, Round 1, "Mallabhum Institute of Technology, Bishnupur, Bankura"                        , Mechanical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,        68863,        83143
 1337, Round 1, "Academy of Technology, Adisaptagram, Hooghly"                                 , Mechanical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), JEE(Main) Seats, All India , Open              ,       471748,       779381
 1338, Round 1, "Academy of Technology, Adisaptagram, Hooghly"                                 , Mechanical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,        27179,        94276
 1339, Round 1, "Camellia School of Engineering & Technology, Barasat"                         , Mechanical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,        42547,        42547
 1340, Round 1, "Swami Vivekananda Institute of Science & Technology, Sonarpur"                , Mechanical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,        27457,        97677
 1341, Round 1, "Swami Vivekananda Institute of Science & Technology, Sonarpur"                , Mechanical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), JEE(Main) Seats, All India , Open              ,       375727,       375727
 1342, Round 1, "Techno India University, Salt Lake"                                           , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         9157,        10996
 1343, Round 1, "Goverment College of Engineering and Leather Technology, Kolkata"             , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         1544,         3154
 1344, Round 1, "Future Institute of Engineering & Management, Sonarpur"                       , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        11725,        23688
 1345, Round 1, "Guru Nanak Institute of Technology, Panihati, Sodepur"                        , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        13433,        19529
 1346, Round 1, "Heritage Institute of Technology, Kolkata"                                    , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         1773,         3953
 1347, Round 1, "Netaji Subhas Engineering College, Garia, Kolkata"                            , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         7111,         9587
 1348, Round 1, "Nshm Knowledge Campus, Durgapur Group of Institutions"                        , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        13955,        36782
 1349, Round 1, "Regent Education and Research Foundation, Barasat, Kolkata"                   , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        27869,        29447
 1350, Round 1, "Techno International New Town, Rajarhat, New Town"                            , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        10876,        19161
 1351, Round 1, "Jalpaiguri Goverment Engineering College,Jalpaiguri"                          , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,          955,         1762
 1352, Round 1, "Bengal College of Engineering & Technology, Durgapur"                         , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        16047,        32453
 1353, Round 1, "Budge Budge Institute of Technology, Budge-Budge"                             , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        11294,        33198
 1354, Round 1, SKM INSTITUTE OF PHARMACEUTICAL SCIENCES AND RESEARCH                          , B.Pharm/Pharmaceutical Technology                                                                                                            , B. Pharma                                              , WBJEE Seats    , All India , Open              ,         2679,        98171
 1355, Round 1, "Calcutta Institute of Technology, Uluberia, Howrah"                           , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         7792,        17877
 1356, Round 1, "Guru Nanak Institute of Technology, Panihati, Sodepur"                        , ELECTRONICS & COMPUTER SCIENCE - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        21189,        26356
 1357, Round 1, "Narula Institute of Technology, Agarpara, Kolkata"                            , ELECTRONICS & COMPUTER SCIENCE - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        13803,        13803
 1358, Round 1, "Future Institute of Technology, Boral, Garia"                                 , Computer Science & Engineering (Internet Of Things And Cyber Security Including Block Chain Technology) (TFW)                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        27046,        35369
 1359, Round 1, "Heritage Institute of Technology, Kolkata"                                    , Computer Science & Engineering (Internet Of Things And Cyber Security Including Block Chain Technology) (TFW)                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         5751,         5950
 1360, Round 1, "Narula Institute of Technology, Agarpara, Kolkata"                            , Computer Science & Engineering (Data Science)                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), JEE(Main) Seats, All India , Open              ,         1772,       402245
 1361, Round 1, "Sister Nivedita University, New Town"                                         , Computer Science & Engineering (Data Science)                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), JEE(Main) Seats, All India , Open              ,       334036,      1427679
 1362, Round 1, "Sister Nivedita University, New Town"                                         , Computer Science & Engineering (Data Science)                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,        35048,        78096
 1363, Round 1, "Future Institute of Engineering & Management, Sonarpur"                       , Computer Science & Engineering (Data Science)                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), JEE(Main) Seats, All India , Open              ,       285196,      1440154
 1364, Round 1, "Future Institute of Engineering & Management, Sonarpur"                       , Computer Science & Engineering (Data Science)                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,        11186,        97561
 1365, Round 1, "Techno Main Salt Lake, Sector-V, Salt Lake"                                   , Computer Science & Engineering (Data Science)                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), JEE(Main) Seats, All India , Open              ,        10692,        13297
 1366, Round 1, "Techno Main Salt Lake, Sector-V, Salt Lake"                                   , Computer Science & Engineering (Data Science)                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, EWS               ,        30180,        34715
 1367, Round 1, "Bengal College of Engineering & Technology, Durgapur"                         , Computer Science & Engineering (Data Science)                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), JEE(Main) Seats, All India , Open              ,       370804,       714952
 1368, Round 1, "Bengal College of Engineering & Technology, Durgapur"                         , Computer Science & Engineering (Data Science)                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,        14836,        98200
 1369, Round 1, "Calcutta Institute of Technology, Uluberia, Howrah"                           , Computer Science & Engineering (Data Science)                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), JEE(Main) Seats, All India , Open              ,       384847,       512322
 1370, Round 1, "Calcutta Institute of Technology, Uluberia, Howrah"                           , Computer Science & Engineering (Data Science)                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,        22388,        85631
 1371, Round 1, "Haldia Institute of Technology, Haldia, Purba Medinipur"                      , Computer Science & Engineering (Data Science)                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), JEE(Main) Seats, All India , Open              ,        14700,        24113
 1372, Round 1, "Meghnad Saha Institute of Technology, Kolkata"                                , Computer Science & Engineering (Data Science)                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,        18544,        88211
 1373, Round 1, "Techno International New Town, Rajarhat, New Town"                            , Computer Science & Engineering (Data Science)                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), JEE(Main) Seats, All India , Open              ,       396881,      1180319
 1374, Round 1, "Haldia Institute of Technology, Haldia, Purba Medinipur"                      , Computer Science & Engineering (Data Science)                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,          814,        18358
 1375, Round 1, "Asansol Engineering College, Asansol, Burdwan"                                , Information Technology (TFW)                                                                                                                 , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        24604,        26842
 1376, Round 1, "Heritage Institute of Technology, Kolkata"                                    , Information Technology (TFW)                                                                                                                 , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         4064,         4429
 1377, Round 1, "Narula Institute of Technology, Agarpara, Kolkata"                            , Information Technology (TFW)                                                                                                                 , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        12581,        15950
 1378, Round 1, "Rcc Institute of Information Technology, Kolkata"                             , Information Technology (TFW)                                                                                                                 , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        15741,        18248
 1379, Round 1, "B.P. Poddar Institute of Management & Technology, Kolkata"                    , Information Technology (TFW)                                                                                                                 , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        16948,        19290
 1380, Round 1, "Goverment College of Engineering and Leather Technology, Kolkata"             , Information Technology (TFW)                                                                                                                 , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         5242,         5388
 1381, Round 1, "Future Institute of Engineering & Management, Sonarpur"                       , Information Technology (TFW)                                                                                                                 , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        21301,        24827
 1382, Round 1, "Guru Nanak Institute of Technology, Panihati, Sodepur"                        , Information Technology (TFW)                                                                                                                 , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        19833,        20695
 1383, Round 1, "Jalpaiguri Goverment Engineering College,Jalpaiguri"                          , Information Technology (TFW)                                                                                                                 , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         2686,         2878
 1384, Round 1, "St. Thomas College of Engineering & Technology, Khidirpur, Kolkata"           , Information Technology (TFW)                                                                                                                 , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        12157,        18985
 1385, Round 1, "Maulana Abul Kalam Azad University of Technology, West Bengal"                , Information Technology (TFW)                                                                                                                 , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         4678,         5144
 1386, Round 1, University Of Calcutta                                                         , Information Technology (TFW)                                                                                                                 , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         1881,         2004
 1387, Round 1, "Govt. College of Engineering & Ceramic Technology, Kolkata"                   , Information Technology (TFW)                                                                                                                 , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         4225,         4492
 1388, Round 1, "Ideal Institute of Engineering, Kalyani"                                      , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         8080,        31672
 1389, Round 1, SKM INSTITUTE OF PHARMACEUTICAL SCIENCES AND RESEARCH                          , B.Pharm/Pharmaceutical Technology                                                                                                            , B. Pharma                                              , WBJEE Seats    , Home State, ST                ,        67750,        67750
 1390, Round 1, "Haldia Institute of Technology, Haldia, Purba Medinipur"                      , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         5021,         8720
 1391, Round 1, "Kalyani Goverment Engineering College, Kalyani, Nadia"                        , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         1233,         1432
 1392, Round 1, "Mckv Institute of Engineering, Liluah, Howrah"                                , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        11397,        17467
 1393, Round 1, "St. Thomas College of Engineering & Technology, Khidirpur, Kolkata"           , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         8360,        17234
 1394, Round 1, "Maulana Abul Kalam Azad University of Technology, West Bengal"                , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         3951,         4509
 1395, Round 1, University Of Calcutta                                                         , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         1619,         1674
 1396, Round 1, "Meghnad Saha Institute of Technology, Kolkata"                                , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         8007,        17387
 1397, Round 1, "Rcc Institute of Information Technology, Kolkata"                             , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         9142,        15684
 1398, Round 1, Swami Vivekananda University                                                   , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        26984,        34607
 1399, Round 1, "B.P. Poddar Institute of Management & Technology, Kolkata"                    , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         8328,        16907
 1400, Round 1, "College of Engineering and Management, Kolaghat"                              , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         5086,        25310
 1401, Round 1, "Sister Nivedita University, New Town"                                         , Computer Science & Engineering - TFW                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,         5627,        28152
 1402, Round 1, "Haldia Institute of Technology, Haldia, Purba Medinipur"                      , Computer Science & Engineering (Data Science)                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, EWS               ,        57068,        72995
 1403, Round 1, "Kaji Nazrul University, Asansol"                                              , Computer Science & Engineering (Data Science)                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, EWS               ,        16613,        23200
 1404, Round 1, "Kaji Nazrul University, Asansol"                                              , Computer Science & Engineering (Data Science)                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, OBC - A           ,        12391,        19598
 1405, Round 1, "Kaji Nazrul University, Asansol"                                              , Computer Science & Engineering (Data Science)                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Open (PwD)        ,        95033,        95033
 1406, Round 1, "Kaji Nazrul University, Asansol"                                              , Computer Science & Engineering (Data Science)                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, SC                ,        14615,        26893
 1407, Round 1, Jadavpur University                                                            , Instrumentation & Electronics                                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, ST                ,        15158,        19748
 1408, Round 1, "Kaji Nazrul University, Asansol"                                              , Computer Science & Engineering (Data Science)                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, OBC - B           ,        10923,        14860
 1409, Round 1, "Kaji Nazrul University, Asansol"                                              , Computer Science & Engineering (Data Science)                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,         4809,        10264
 1410, Round 1, "Kaji Nazrul University, Asansol"                                              , Computer Science & Engineering (Data Science)                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, ST                ,        93426,        97072
 1411, Round 1, THE NEOTIA UNIVERSITY                                                          , Computer Science & Engineering (Data Science)                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,        33086,        52429
 1412, Round 1, "Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex, Dum Dum"    , Computer Science & Engineering (Data Science)                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), JEE(Main) Seats, All India , Open              ,         5539,       910571
 1413, Round 1, "Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex, Dum Dum"    , Computer Science & Engineering (Data Science)                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,        47189,        97966
 1414, Round 1, Jadavpur University                                                            , Chemical Engineering                                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Open (PwD)        ,        23623,        48447
 1415, Round 1, Jadavpur University                                                            , Chemical Engineering                                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, OBC - B           ,         1938,         2634
 1416, Round 1, Jadavpur University                                                            , Chemical Engineering                                                                                                                         , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, EWS               ,         2381,         2647
 1417, Round 1, "Seacom Engineering College, Sankrail, Howrah"                                 , Computer Science & Engineering (Data Science)                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), JEE(Main) Seats, All India , Open              ,       675610,       675610
 1418, Round 1, "Techno International New Town, Rajarhat, New Town"                            , Computer Science & Engineering (Data Science)                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,        31152,        86367
 1419, Round 1, "Netaji Subhas Engineering College, Garia, Kolkata"                            , Computer Science & Engineering (Data Science)                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,        19408,        51392
 1420, Round 1, "Nshm Knowledge Campus, Durgapur Group of Institutions"                        , Computer Science & Engineering (Data Science)                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,        23129,        95150
 1421, Round 1, "Kalyani Goverment Engineering College, Kalyani, Nadia"                        , Information Technology                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Open              ,         1958,         2610
 1422, Round 1, "Kalyani Goverment Engineering College, Kalyani, Nadia"                        , Information Technology                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, SC                ,         8075,        10103
 1423, Round 1, "Kalyani Goverment Engineering College, Kalyani, Nadia"                        , Information Technology                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, OBC - A           ,         5026,         5920
 1424, Round 1, "Kalyani Goverment Engineering College, Kalyani, Nadia"                        , Information Technology                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, OBC - B (PwD)     ,        28924,        28924
